year,",day",_of_ye,"ar,secDay,la","t,lon,headi","ng,speed",",Water_t","emp,salini","ty,pressur","e_atm,xCO2_w,fCO2_w,x","CO2_a,fCO2_a,",air_temp,,
2004,168,46658,42.9948 -70,.4222 168.0,0.1 12.,142 30.8,86 1019.0,364.2818,346.766639 -9999.000,000 -9999.000,000 20.000000,,
2004,168,46678,42.9948 -70,.4222 169.0,0.1 12.,141 30.8,84 1019.0,364.729961,347.193501 -9999.000,000 -9999.000,000 20.000000,,
2004,168,46698,42.9948 -70,.4222 170.0,0.1 12.,140 30.8,85 1019.0,365.358004,347.791937 -9999.000,000 -9999.000,000 20.000000,,
2004,168,46718,42.9947 -70,.4222 172.0,0.1 12.,137 30.8,84 1019.0,366.053144,348.454644 -9999.000,000 -9999.000,000 20.000000,,
2004,168,46738,42.9947 -70,.4222 175.0,0.1 12.,148 30.8,86 1019.0,366.845971,349.205755 -9999.000,000 -9999.000,000 20.000000,,
2004,168,46758,42.9947 -70,.4222 177.0,0.1 12.,179 30.8,86 1019.0,367.530186,349.846884 -9999.000,000 -9999.000,000 20.000000,,
2004,168,46778,42.9947 -70,.4223 177.0,0.1 12.,134 30.8,82 1019.0,368.209941,350.508638 -9999.000,000 -9999.000,000 20.000000,,
2004,168,46797,42.9947 -70,.4223 175.0,0.1 12.,044 30.8,87 1019.2,368.840406,351.205287 -9999.000,000 -9999.000,000 20.038889,,
2004,168,46818,42.9947 -70,.4222 173.0,0.1 12.,053 30.8,87 1019.5,369.508079,351.943678 -9999.000,000 -9999.000,000 20.100000,,
2004,168,46838,42.9946 -70,.4222 173.0,0.1 12.,068 30.8,86 1019.5,370.021717,352.427819 -9999.000,000 -9999.000,000 20.100000,,
2004,168,46858,42.9946 -70,.4222 171.0,0.1 12.,104 30.8,86 1019.5,370.464414,352.837802 -9999.000,000 -9999.000,000 20.100000,,
2004,168,46878,42.9946 -70,.4222 171.0,0.1 12.,102 30.8,83 1019.5,370.750468,353.110731 -9999.000,000 -9999.000,000 20.100000,,
2004,168,46898,42.9946 -70,.4222 174.0,0.1 12.,088 30.8,85 1019.5,371.104516,353.452589 -9999.000,000 -9999.000,000 20.100000,,
2004,168,46918,42.9946 -70,.4222 182.0,0.1 12.,122 30.8,86 1019.5,371.449869,353.770116 -9999.000,000 -9999.000,000 20.100000,,
2004,168,46938,42.9945 -70,.4222 183.0,0.1 12.,128 30.8,82 1019.5,371.762242,354.065706 -9999.000,000 -9999.000,000 20.100000,,
2004,168,46958,42.9945 -70,.4222 187.0,0.1 12.,096 30.8,83 1019.5,372.023811,354.325580 -9999.000,000 -9999.000,000 20.100000,,
2004,168,46978,42.9945 -70,.4223 187.0,0.1 12.,101 30.8,84 1019.5,372.413127,354.694605 -9999.000,000 -9999.000,000 20.100000,,
2004,168,46998,42.9945 -70,.4223 187.0,0.1 12.,127 30.8,84 1019.5,372.560679,354.826601 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47018,42.9945 -70,.4223 189.0,0.1 12.,122 30.8,83 1019.5,372.723491,354.983332 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47038,42.9944 -70,.4223 194.0,0.1 12.,130 30.8,83 1019.5,372.844159,355.095407 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47058,42.9944 -70,.4223 197.0,0.1 12.,097 30.8,82 1019.5,372.998878,355.253777 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47078,42.9944 -70,.4223 197.0,0.1 12.,072 30.8,84 1019.5,373.132113,355.389102 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47098,42.9944 -70,.4223 196.0,0.1 12.,059 30.8,82 1019.5,373.253568,355.509108 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47118,42.9943 -70,.4223 198.0,0.1 12.,077 30.8,87 1019.5,373.427383,355.668744 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47138,42.9943 -70,.4223 199.0,0.1 12.,151 30.8,85 1019.5,373.566406,355.776447 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47158,42.9943 -70,.4223 195.0,0.1 12.,189 30.8,83 1019.5,373.472924,355.674490 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47178,42.9943 -70,.4223 192.0,0.1 12.,178 30.8,84 1019.5,373.521874,355.725011 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47198,42.9943 -70,.4223 192.0,0.1 12.,196 30.8,86 1019.5,373.682114,355.871349 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47218,42.9942 -70,.4223 186.0,0.1 12.,247 30.8,86 1019.5,373.98089,356.138773 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47238,42.9942 -70,.4223 185.0,0.1 12.,298 30.8,86 1019.5,374.237103,356.365784 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47258,42.9942 -70,.4223 183.0,0.1 12.,314 30.8,85 1019.5,374.333246,356.451778 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47278,42.9942 -70,.4223 180.0,0.1 12.,327 30.8,85 1019.5,374.685416,356.782721 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47298,42.9941 -70,.4223 177.0,0.1 12.,323 30.8,84 1019.5,374.963099,357.048413 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47318,42.9941 -70,.4223 176.0,0.1 12.,317 30.8,84 1019.5,375.306989,357.378080 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47338,42.9941 -70,.4223 174.0,0.1 12.,308 30.8,84 1019.5,375.620787,357.679882 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47358,42.9941 -70,.4223 170.0,0.1 12.,282 30.8,84 1019.5,375.975235,358.026230 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47378,42.9940 -70,.4223 165.0,0.1 12.,270 30.8,82 1019.5,376.25451,358.296152 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47398,42.9940 -70,.4223 160.0,0.1 12.,288 30.8,85 1019.5,376.550929,358.572549 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47418,42.9940 -70,.4223 157.0,0.1 12.,323 30.8,85 1019.5,376.863842,358.858493 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47438,42.9940 -70,.4223 157.0,0.1 12.,316 30.8,84 1019.5,377.19538,359.176534 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47458,42.9939 -70,.4223 147.0,0.1 12.,284 30.8,83 1019.5,377.52838,359.504656 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47478,42.9938 -70,.4218 108.0,1.9 12.,338 30.8,98 1019.5,378.085541,360.016358 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47498,42.9935 -70,.4210 118.0,3.6 12.,806 30.8,69 1019.5,378.580758,360.325307 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47518,42.9931 -70,.4201 118.0,4.1 12.,794 30.8,65 1019.5,379.057718,360.783520 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47538,42.9927 -70,.4191 120.0,5.0 12.,691 30.8,65 1019.5,379.765331,361.493249 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47558,42.9921 -70,.4177 118.0,6.2 12.,546 30.8,72 1019.5,380.648283,362.384791 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47578,42.9916 -70,.4162 116.0,6.7 12.,489 30.8,79 1019.5,381.532777,363.246659 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47598,42.9910 -70,.4147 115.0,7.1 12.,600 30.8,91 1019.5,382.280981,363.920240 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47618,42.9905 -70,.4130 112.0,7.3 12.,632 30.9,10 1019.5,382.811648,364.414236 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47638,42.9900 -70,.4113 112.0,7.4 12.,759 30.9,27 1019.5,383.277475,364.812545 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47658,42.9895 -70,.4097 114.0,7.4 12.,711 30.9,36 1019.5,383.784712,365.312626 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47678,42.9889 -70,.4080 116.0,7.5 12.,721 30.9,45 1019.5,384.451912,365.943951 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47698,42.9882 -70,.4064 118.0,7.6 12.,661 30.9,46 1019.5,385.144361,366.624549 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47718,42.9876 -70,.4048 118.0,7.6 12.,633 30.9,62 1019.5,385.811611,367.269679 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47738,42.9868 -70,.4032 121.0,7.6 12.,726 30.9,59 1019.5,386.400492,367.797125 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47758,42.9861 -70,.4015 120.0,7.6 12.,656 30.9,40 1019.5,386.868268,368.267169 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47778,42.9854 -70,.3999 120.0,7.6 12.,576 30.9,47 1019.5,387.213179,368.624019 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47798,42.9847 -70,.3983 120.0,7.6 12.,586 30.9,34 1019.5,387.468001,368.863274 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47818,42.9840 -70,.3966 120.0,8.0 12.,472 30.9,25 1019.5,387.514976,368.948366 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47838,42.9832 -70,.3948 121.0,8.6 12.,403 30.9,26 1019.5,387.436069,368.897389 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47858,42.9824 -70,.3929 121.0,8.9 12.,400 30.9,21 1019.5,387.160325,368.635859 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47878,42.9815 -70,.3911 121.0,8.9 12.,342 30.9,27 1019.5,386.688016,368.206728 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47898,42.9807 -70,.3892 119.0,8.9 12.,398 30.9,33 1019.5,386.178988,367.702478 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47918,42.9799 -70,.3873 119.0,8.9 12.,424 30.9,24 1019.5,385.615864,367.157191 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47938,42.9791 -70,.3854 120.0,8.9 12.,457 30.9,35 1019.5,385.119882,366.673214 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47958,42.9783 -70,.3835 118.0,8.8 12.,552 30.9,37 1019.5,384.6711,366.212396 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47978,42.9776 -70,.3816 119.0,8.8 12.,558 30.9,47 1019.5,384.3614,365.915492 -9999.000,000 -9999.000,000 20.100000,,
2004,168,47998,42.9768 -70,.3797 119.0,8.8 12.,598 30.9,44 1019.5,384.160784,365.710633 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48018,42.9760 -70,.3778 119.0,8.8 12.,547 30.9,41 1019.5,384.20876,365.774103 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48038,42.9752 -70,.3759 119.0,8.8 12.,648 30.9,42 1019.5,384.320426,365.844926 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48058,42.9744 -70,.3741 119.0,8.8 12.,600 30.9,36 1019.5,384.458774,365.993534 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48078,42.9736 -70,.3722 119.0,8.8 12.,552 30.9,34 1019.5,384.667511,366.209181 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48098,42.9729 -70,.3703 118.0,8.8 12.,500 30.9,27 1019.5,384.878305,366.428219 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48118,42.9721 -70,.3683 117.0,8.9 12.,495 30.9,25 1019.5,385.004592,366.550114 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48138,42.9714 -70,.3664 116.0,8.8 12.,504 30.9,21 1019.5,385.02537,366.566725 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48158,42.9707 -70,.3644 115.0,8.8 12.,589 30.9,12 1019.5,385.010713,366.522561 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48178,42.9700 -70,.3625 116.0,8.8 12.,502 30.9,06 1019.5,384.913672,366.461135 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48198,42.9693 -70,.3605 116.0,8.9 12.,485 30.8,97 1019.5,384.815503,366.373385 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48218,42.9686 -70,.3585 113.0,8.9 12.,354 30.9,04 1019.5,384.71057,366.319448 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48238,42.9681 -70,.3565 110.0,8.9 12.,423 30.9,11 1019.5,384.576845,366.168142 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48258,42.9676 -70,.3544 109.0,8.9 12.,495 30.9,09 1019.5,384.353741,365.930464 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48278,42.9670 -70,.3524 109.0,8.9 12.,522 30.9,12 1019.5,384.105912,365.684972 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48298,42.9665 -70,.3503 109.0,8.8 12.,474 30.9,05 1019.5,383.906266,365.511904 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48318,42.9660 -70,.3483 109.0,8.9 12.,473 30.9,01 1019.5,383.809206,365.419683 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48338,42.9654 -70,.3462 111.0,8.9 12.,511 30.9,03 1019.5,383.666947,365.270790 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48358,42.9647 -70,.3442 112.0,9.0 12.,599 30.8,96 1019.5,383.534101,365.113421 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48378,42.9641 -70,.3422 115.0,8.9 12.,513 30.8,97 1019.5,383.284018,364.905622 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48398,42.9634 -70,.3402 115.0,9.0 12.,493 30.8,92 1019.5,383.178388,364.811984 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48418,42.9627 -70,.3382 115.0,9.0 12.,546 30.8,91 1019.5,383.072011,364.692249 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48438,42.9619 -70,.3362 116.0,9.0 12.,600 30.8,88 1019.5,382.967243,364.573496 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48458,42.9612 -70,.3342 115.0,9.0 12.,522 30.8,84 1019.5,382.776324,364.419119 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48478,42.9606 -70,.3322 115.0,9.0 12.,568 30.8,90 1019.5,382.661689,364.293755 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48498,42.9599 -70,.3303 115.0,9.0 12.,622 30.8,84 1019.5,382.583344,364.200288 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48518,42.9592 -70,.3283 115.0,9.0 12.,627 30.8,82 1019.5,382.527429,364.145130 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48538,42.9585 -70,.3263 116.0,9.0 12.,593 30.8,79 1019.5,382.438097,364.072128 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48558,42.9578 -70,.3243 115.0,9.0 12.,514 30.8,79 1019.5,382.395203,364.059030 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48578,42.9571 -70,.3223 115.0,9.0 12.,481 30.8,78 1019.5,382.329869,364.008427 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48598,42.9563 -70,.3203 116.0,9.0 12.,578 30.8,72 1019.5,382.230793,363.880060 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48618,42.9556 -70,.3183 116.0,9.0 12.,629 30.8,74 1019.5,382.062708,363.702249 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48638,42.9549 -70,.3164 115.0,9.0 12.,649 30.8,67 1019.5,381.897734,363.538035 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48658,42.9542 -70,.3144 116.0,9.0 12.,724 30.8,76 1019.5,381.771961,363.391868 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48678,42.9535 -70,.3124 115.0,9.0 12.,713 30.8,74 1019.5,381.748741,363.373541 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48698,42.9528 -70,.3104 114.0,8.9 12.,763 30.8,82 1019.5,381.832248,363.435462 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48718,42.9522 -70,.3084 113.0,8.9 12.,742 30.8,67 1019.5,381.881806,363.489911 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48738,42.9515 -70,.3064 114.0,8.9 12.,567 30.8,70 1019.5,381.976529,363.641716 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48758,42.9509 -70,.3044 114.0,8.9 12.,598 30.8,72 1019.5,382.084566,363.733648 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48778,42.9502 -70,.3024 113.0,8.8 12.,625 30.8,64 1019.5,382.087811,363.727330 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48798,42.9496 -70,.3004 112.0,8.8 12.,617 30.8,53 1019.5,382.007137,363.653293 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48818,42.9490 -70,.2984 112.0,8.7 12.,618 30.8,45 1019.5,381.854338,363.507511 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48838,42.9484 -70,.2965 112.0,8.6 12.,662 30.8,37 1019.5,381.576967,363.228026 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48858,42.9479 -70,.2945 112.0,8.6 12.,657 30.8,36 1019.5,381.33023,362.994697 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48878,42.9472 -70,.2926 113.0,8.7 12.,629 30.8,34 1019.5,381.034815,362.723311 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48898,42.9466 -70,.2906 113.0,8.6 12.,666 30.8,33 1019.5,380.700665,362.392335 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48918,42.9460 -70,.2887 113.0,8.6 12.,640 30.8,31 1019.5,380.295009,362.015250 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48938,42.9454 -70,.2867 112.0,8.6 12.,666 30.8,33 1019.5,380.054502,361.777124 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48958,42.9448 -70,.2847 112.0,8.6 12.,698 30.8,34 1019.5,379.744368,361.471001 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48978,42.9442 -70,.2828 113.0,8.6 12.,675 30.8,33 1019.5,379.601085,361.342686 -9999.000,000 -9999.000,000 20.100000,,
2004,168,48998,42.9435 -70,.2809 114.0,8.7 12.,610 30.8,35 1019.5,379.52261,361.290627 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49018,42.9428 -70,.2789 115.0,8.7 12.,532 30.8,39 1019.5,379.394158,361.195593 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49038,42.9422 -70,.2770 115.0,8.7 12.,590 30.8,43 1019.5,379.314079,361.099068 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49058,42.9415 -70,.2751 116.0,8.7 12.,589 30.8,41 1019.5,379.206203,360.996824 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49078,42.9408 -70,.2732 117.0,8.7 12.,638 30.8,43 1019.5,379.043884,360.825137 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49098,42.9401 -70,.2713 115.0,8.6 12.,659 30.8,41 1019.5,378.986983,360.763718 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49118,42.9394 -70,.2694 115.0,8.6 12.,655 30.8,44 1019.5,378.974659,360.753112 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49138,42.9387 -70,.2675 117.0,8.6 12.,657 30.8,53 1019.5,379.08497,360.857572 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49158,42.9380 -70,.2656 117.0,8.6 12.,698 30.8,62 1019.5,379.188147,360.941534 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49178,42.9373 -70,.2637 116.0,8.6 12.,405 30.8,66 1019.5,379.391588,361.236903 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49198,42.9366 -70,.2618 115.0,8.6 12.,578 30.8,80 1019.5,379.638136,361.411877 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49218,42.9360 -70,.2599 114.0,8.6 12.,591 30.8,85 1019.5,379.756542,361.519976 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49238,42.9354 -70,.2579 113.0,8.6 12.,636 30.8,96 1019.5,379.940264,361.679269 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49258,42.9348 -70,.2560 112.0,8.6 12.,649 30.8,99 1019.5,380.217393,361.938681 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49278,42.9342 -70,.2540 112.0,8.6 12.,619 30.9,17 1019.5,380.499365,362.217617 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49298,42.9336 -70,.2521 112.0,8.5 12.,681 30.9,33 1019.5,380.867224,362.545858 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49318,42.9330 -70,.2501 113.0,8.6 12.,781 30.9,42 1019.5,381.240383,362.865835 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49338,42.9324 -70,.2482 113.0,8.6 12.,818 30.9,40 1019.5,381.532737,363.130877 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49358,42.9318 -70,.2463 112.0,8.6 12.,838 30.9,44 1019.5,381.881025,363.455295 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49378,42.9312 -70,.2443 111.0,8.6 12.,892 30.9,39 1019.5,382.144019,363.686363 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49398,42.9306 -70,.2423 110.0,8.6 12.,852 30.9,42 1019.5,382.426143,363.969085 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49418,42.9301 -70,.2404 111.0,8.6 12.,936 30.9,44 1019.5,382.754571,364.251692 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49438,42.9295 -70,.2384 113.0,8.6 12.,908 30.9,42 1019.5,383.049522,364.542308 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49458,42.9288 -70,.2365 114.0,8.7 12.,933 30.9,51 1019.5,383.338446,364.808230 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49478,42.9281 -70,.2345 114.0,8.6 12.,998 30.9,51 1019.5,383.515736,364.953535 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49498,42.9275 -70,.2326 114.0,8.5 12.,991 30.9,51 1019.5,383.783342,365.210882 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49518,42.9268 -70,.2308 116.0,8.5 12.,992 30.9,57 1019.5,384.028656,365.443955 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49538,42.9261 -70,.2289 117.0,8.5 12.,988 30.9,60 1019.5,384.271932,365.676706 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49558,42.9254 -70,.2270 115.0,8.5 13.,039 30.9,72 1019.5,384.569932,365.942065 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49578,42.9247 -70,.2251 114.0,8.5 13.,064 30.9,76 1019.5,384.772522,366.125697 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49598,42.9241 -70,.2232 115.0,8.6 13.,152 30.9,87 1019.5,385.056144,366.363412 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49618,42.9234 -70,.2213 115.0,8.6 13.,146 30.9,92 1019.5,385.307826,366.605060 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49638,42.9227 -70,.2194 115.0,8.6 13.,071 30.9,97 1019.5,385.56819,366.880176 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49658,42.9221 -70,.2174 115.0,8.6 13.,030 31.0,04 1019.5,385.861592,367.174604 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49678,42.9214 -70,.2155 115.0,8.6 12.,880 31.0,05 1019.5,385.977465,367.339136 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49698,42.9208 -70,.2136 113.0,8.6 12.,883 31.0,19 1019.5,386.077163,367.433036 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49718,42.9202 -70,.2116 113.0,8.6 12.,906 31.0,22 1019.5,385.970117,367.322656 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49738,42.9195 -70,.2097 113.0,8.6 12.,941 31.0,20 1019.5,385.781923,367.131177 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49758,42.9189 -70,.2077 114.0,8.7 12.,967 31.0,28 1019.5,385.586441,366.935683 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49778,42.9182 -70,.2058 114.0,8.7 12.,987 31.0,29 1019.5,385.36447,366.717239 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49798,42.9175 -70,.2039 115.0,8.7 12.,924 31.0,30 1019.5,385.267291,366.647533 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49818,42.9169 -70,.2019 114.0,8.7 12.,908 31.0,40 1019.5,385.134879,366.527403 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49838,42.9163 -70,.2000 113.0,8.6 12.,882 31.0,52 1019.5,385.062546,366.467857 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49858,42.9157 -70,.1980 112.0,8.6 12.,900 31.0,58 1019.5,385.031522,366.431966 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49878,42.9150 -70,.1961 113.0,8.7 12.,887 31.0,61 1019.5,384.920094,366.330485 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49898,42.9144 -70,.1941 114.0,8.7 12.,873 31.0,64 1019.5,384.86971,366.287470 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49918,42.9138 -70,.1922 113.0,8.7 12.,859 31.0,68 1019.5,384.829157,366.254053 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49938,42.9132 -70,.1902 112.0,8.7 12.,864 31.0,69 1019.5,384.738763,366.166271 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49958,42.9126 -70,.1882 111.0,8.7 12.,743 31.0,65 1019.5,384.752545,366.222554 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49978,42.9120 -70,.1862 112.0,8.7 12.,722 31.0,70 1019.5,384.795259,366.270913 -9999.000,000 -9999.000,000 20.100000,,
2004,168,49998,42.9113 -70,.1843 113.0,8.7 12.,782 31.0,66 1019.5,384.668586,366.128994 -9999.000,000 -9999.000,000 20.100000,,
2004,168,50018,42.9105 -70,.1824 120.0,8.7 12.,789 31.0,59 1019.5,384.430257,365.899592 -9999.000,000 -9999.000,000 20.100000,,
2004,168,50038,42.9098 -70,.1805 119.0,8.7 12.,684 31.0,58 1019.5,384.126007,365.647471 -9999.000,000 -9999.000,000 20.100000,,
2004,168,50058,42.9091 -70,.1786 117.0,8.7 12.,728 31.0,59 1019.5,383.936477,365.451162 -9999.000,000 -9999.000,000 20.100000,,
2004,168,50078,42.9083 -70,.1767 118.0,8.7 12.,796 31.0,56 1019.5,383.810379,365.306979 -9999.000,000 -9999.000,000 20.100000,,
2004,168,50098,42.9076 -70,.1748 116.0,8.7 12.,841 31.0,52 1019.5,383.640149,365.128947 -9999.000,000 -9999.000,000 20.100000,,
2004,168,50118,42.9069 -70,.1728 115.0,8.8 12.,810 31.0,55 1019.5,383.598021,365.099791 -9999.000,000 -9999.000,000 20.100000,,
2004,168,50138,42.9062 -70,.1709 115.0,8.8 12.,863 31.0,52 1019.5,383.576563,365.060276 -9999.000,000 -9999.000,000 20.100000,,
2004,168,50158,42.9056 -70,.1689 114.0,8.8 12.,922 31.0,57 1019.5,383.613813,365.074510 -9999.000,000 -9999.000,000 20.100000,,
2004,168,50178,42.9050 -70,.1669 112.0,8.8 12.,855 31.0,49 1019.5,383.700262,365.180988 -9999.000,000 -9999.000,000 20.100000,,
2004,168,50198,42.9044 -70,.1649 111.0,8.8 12.,838 31.0,65 1019.5,383.891411,365.369005 -9999.000,000 -9999.000,000 20.100000,,
2004,168,50218,42.9038 -70,.1629 112.0,8.8 12.,961 31.0,61 1019.5,383.921034,365.352912 -9999.000,000 -9999.000,000 20.100000,,
2004,168,50238,42.9032 -70,.1608 112.0,8.8 12.,936 31.0,54 1019.5,384.091467,365.524256 -9999.000,000 -9999.000,000 20.100000,,
