SITE,TRANSECT,YEAR,SP_CODE,mean_wet_weight,median_dry_weight,median_wet_weight,mean_dry_weight,NETWORK,PI,QUAD,SIDE,COUNT,AREA,GROUP,DIVISION.FAMILY,COMMON.DIVISION.NAME,SIZE,COMMON.NAME,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SPECIES,NOTES,geometry,transect_mean_wet_weight,transect_median_dry_weight,transect_median_wet_weight,transect_mean_dry_weight
SW Appledore,South Pepperrell,2016,AGCL,30.7542627424839,NA,30.7542627424839,NA,KEEN ONE,Byrnes,16,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61964, 42.98566)",30.7542627424839,NA,30.7542627424839,NA
SW Appledore,South Pepperrell,2016,AGCL,30.7542627424839,NA,30.7542627424839,NA,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61964, 42.98566)",0,NA,0,NA
SW Appledore,South Pepperrell,2016,AGCL,30.7542627424839,NA,30.7542627424839,NA,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61964, 42.98566)",0,NA,0,NA
SW Appledore,South Pepperrell,2016,AGCL,30.7542627424839,NA,30.7542627424839,NA,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61964, 42.98566)",0,NA,0,NA
SW Appledore,South Pepperrell,2016,AGCL,30.7542627424839,NA,30.7542627424839,NA,KEEN ONE,Byrnes,8,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61964, 42.98566)",30.7542627424839,NA,30.7542627424839,NA
SW Appledore,South Pepperrell,2016,SL,43.395589326713775,3.62968409345511,38.2562234547236,3.62968409345511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-70.61964, 42.98566)",NA,NA,NA,NA
SW Appledore,South Pepperrell,2017,AGCL,29.189585613813932,NA,29.8188993696844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-70.61962, 42.98524)",NA,NA,NA,NA
SW Appledore,South Pepperrell,2017,SL,54.316761675822114,1.35705483966249,11.5982346897948,1.35705483966249,KEEN ONE,Byrnes,0,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61962, 42.98524)",54.316761675822114,1.35705483966249,11.5982346897948,1.35705483966249
SW Appledore,South Pepperrell,2017,SL,54.316761675822114,1.35705483966249,11.5982346897948,1.35705483966249,KEEN ONE,Byrnes,16,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61962, 42.98524)",108.63352335164423,2.71410967932498,23.1964693795896,2.71410967932498
SW Appledore,South Pepperrell,2017,SL,54.316761675822114,1.35705483966249,11.5982346897948,1.35705483966249,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61962, 42.98524)",0,0,0,0
SW Appledore,South Pepperrell,2017,SL,54.316761675822114,1.35705483966249,11.5982346897948,1.35705483966249,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61962, 42.98524)",0,0,0,0
SW Appledore,South Pepperrell,2017,SL,54.316761675822114,1.35705483966249,11.5982346897948,1.35705483966249,KEEN ONE,Byrnes,40,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61962, 42.98524)",54.316761675822114,1.35705483966249,11.5982346897948,1.35705483966249
SW Appledore,South Pepperrell,2017,SL,54.316761675822114,1.35705483966249,11.5982346897948,1.35705483966249,KEEN ONE,Byrnes,8,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61962, 42.98524)",54.316761675822114,1.35705483966249,11.5982346897948,1.35705483966249
SW Appledore,South Smith's Cove,2014,SL,10.293814507800098,1.26220917790576,10.634948521971669,1.26220917790576,KEEN ONE,Byrnes,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618435023, 42.984478008)",0,0,0,0
SW Appledore,South Smith's Cove,2014,SL,10.293814507800098,1.26220917790576,10.634948521971669,1.26220917790576,KEEN ONE,Byrnes,16,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618435023, 42.984478008)",20.587629015600196,2.52441835581152,21.269897043943338,2.52441835581152
SW Appledore,South Smith's Cove,2014,SL,10.293814507800098,1.26220917790576,10.634948521971669,1.26220917790576,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618435023, 42.984478008)",0,0,0,0
SW Appledore,South Smith's Cove,2014,SL,10.293814507800098,1.26220917790576,10.634948521971669,1.26220917790576,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618435023, 42.984478008)",0,0,0,0
SW Appledore,South Smith's Cove,2014,SL,10.293814507800098,1.26220917790576,10.634948521971669,1.26220917790576,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618435023, 42.984478008)",0,0,0,0
SW Appledore,South Smith's Cove,2014,SL,10.293814507800098,1.26220917790576,10.634948521971669,1.26220917790576,KEEN ONE,Byrnes,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618435023, 42.984478008)",0,0,0,0
SW Appledore,South Smith's Cove,2015,AGCL,12.804490829495954,NA,12.804490829495954,NA,KEEN ONE,Byrnes,0,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.618179962039, 42.9842899180948)",12.804490829495954,NA,12.804490829495954,NA
SW Appledore,South Smith's Cove,2015,AGCL,12.804490829495954,NA,12.804490829495954,NA,KEEN ONE,Byrnes,16,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.618179962039, 42.9842899180948)",0,NA,0,NA
SW Appledore,South Smith's Cove,2015,AGCL,12.804490829495954,NA,12.804490829495954,NA,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.618179962039, 42.9842899180948)",0,NA,0,NA
SW Appledore,South Smith's Cove,2015,AGCL,12.804490829495954,NA,12.804490829495954,NA,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.618179962039, 42.9842899180948)",0,NA,0,NA
SW Appledore,South Smith's Cove,2015,AGCL,12.804490829495954,NA,12.804490829495954,NA,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.618179962039, 42.9842899180948)",0,NA,0,NA
SW Appledore,South Smith's Cove,2015,AGCL,12.804490829495954,NA,12.804490829495954,NA,KEEN ONE,Byrnes,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.618179962039, 42.9842899180948)",0,NA,0,NA
SW Appledore,South Smith's Cove,2015,SL,58.6526937003827,5.50013120205296,63.3382955194008,5.50013120205296,KEEN ONE,Byrnes,0,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618179962039, 42.9842899180948)",117.3053874007654,11.00026240410592,126.6765910388016,11.00026240410592
SW Appledore,South Smith's Cove,2015,SL,58.6526937003827,5.50013120205296,63.3382955194008,5.50013120205296,KEEN ONE,Byrnes,16,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618179962039, 42.9842899180948)",0,0,0,0
SW Appledore,South Smith's Cove,2015,SL,58.6526937003827,5.50013120205296,63.3382955194008,5.50013120205296,KEEN ONE,Byrnes,24,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618179962039, 42.9842899180948)",58.6526937003827,5.50013120205296,63.3382955194008,5.50013120205296
SW Appledore,South Smith's Cove,2015,SL,58.6526937003827,5.50013120205296,63.3382955194008,5.50013120205296,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618179962039, 42.9842899180948)",0,0,0,0
SW Appledore,South Smith's Cove,2015,SL,58.6526937003827,5.50013120205296,63.3382955194008,5.50013120205296,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618179962039, 42.9842899180948)",0,0,0,0
SW Appledore,South Smith's Cove,2015,SL,58.6526937003827,5.50013120205296,63.3382955194008,5.50013120205296,KEEN ONE,Byrnes,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618179962039, 42.9842899180948)",0,0,0,0
SW Appledore,South Smith's Cove,2016,SL,23.65168908644921,2.19875054919233,20.8269360633851,2.19875054919233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-70.61809, 42.9845)",NA,NA,NA,NA
SW Appledore,South Smith's Cove,2017,SL,12.30722787907625,0.954584335153613,7.56929246136937,0.954584335153613,KEEN ONE,Byrnes,0,O,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61806, 42.98434)",49.228911516305,3.818337340614452,30.27716984547748,3.818337340614452
SW Appledore,South Smith's Cove,2017,SL,12.30722787907625,0.954584335153613,7.56929246136937,0.954584335153613,KEEN ONE,Byrnes,16,O,27,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61806, 42.98434)",332.2951527350587,25.77377704914755,204.37089645697299,25.77377704914755
SW Appledore,South Smith's Cove,2017,SL,12.30722787907625,0.954584335153613,7.56929246136937,0.954584335153613,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61806, 42.98434)",0,0,0,0
SW Appledore,South Smith's Cove,2017,SL,12.30722787907625,0.954584335153613,7.56929246136937,0.954584335153613,KEEN ONE,Byrnes,32,O,5,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61806, 42.98434)",61.53613939538125,4.772921675768065,37.84646230684685,4.772921675768065
SW Appledore,South Smith's Cove,2017,SL,12.30722787907625,0.954584335153613,7.56929246136937,0.954584335153613,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61806, 42.98434)",0,0,0,0
SW Appledore,South Smith's Cove,2017,SL,12.30722787907625,0.954584335153613,7.56929246136937,0.954584335153613,KEEN ONE,Byrnes,8,I,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61806, 42.98434)",36.921683637228746,2.863753005460839,22.70787738410811,2.863753005460839
NW Appledore,8 Ball,2017,AGCL,17.26826445214104,NA,17.92519575089215,NA,KEEN ONE,Byrnes,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61778, 42.99151)",0,NA,0,NA
NW Appledore,8 Ball,2017,AGCL,17.26826445214104,NA,17.92519575089215,NA,KEEN ONE,Byrnes,16,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61778, 42.99151)",0,NA,0,NA
NW Appledore,8 Ball,2017,AGCL,17.26826445214104,NA,17.92519575089215,NA,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61778, 42.99151)",0,NA,0,NA
NW Appledore,8 Ball,2017,AGCL,17.26826445214104,NA,17.92519575089215,NA,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61778, 42.99151)",0,NA,0,NA
NW Appledore,8 Ball,2017,AGCL,17.26826445214104,NA,17.92519575089215,NA,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61778, 42.99151)",0,NA,0,NA
NW Appledore,8 Ball,2017,AGCL,17.26826445214104,NA,17.92519575089215,NA,KEEN ONE,Byrnes,8,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61778, 42.99151)",17.26826445214104,NA,17.92519575089215,NA
NW Appledore,8 Ball,2017,SL,33.76249825550864,1.0729635606584,8.727147948572629,1.0729635606584,KEEN ONE,Byrnes,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61778, 42.99151)",0,0,0,0
NW Appledore,8 Ball,2017,SL,33.76249825550864,1.0729635606584,8.727147948572629,1.0729635606584,KEEN ONE,Byrnes,16,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61778, 42.99151)",0,0,0,0
NW Appledore,8 Ball,2017,SL,33.76249825550864,1.0729635606584,8.727147948572629,1.0729635606584,KEEN ONE,Byrnes,24,I,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61778, 42.99151)",135.04999302203456,4.2918542426336,34.908591794290516,4.2918542426336
NW Appledore,8 Ball,2017,SL,33.76249825550864,1.0729635606584,8.727147948572629,1.0729635606584,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61778, 42.99151)",0,0,0,0
NW Appledore,8 Ball,2017,SL,33.76249825550864,1.0729635606584,8.727147948572629,1.0729635606584,KEEN ONE,Byrnes,40,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61778, 42.99151)",67.52499651101728,2.1459271213168,17.454295897145258,2.1459271213168
NW Appledore,8 Ball,2017,SL,33.76249825550864,1.0729635606584,8.727147948572629,1.0729635606584,KEEN ONE,Byrnes,8,I,5,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61778, 42.99151)",168.8124912775432,5.364817803292,43.635739742863144,5.364817803292
NW Appledore,8 Ball,2018,SL,21.697822836402633,2.27013071976028,21.666376892001352,2.27013071976028,KEEN ONE,Byrnes,0,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61851, 42.99039)",65.0934685092079,6.810392159280839,64.99913067600406,6.810392159280839
NW Appledore,8 Ball,2018,SL,21.697822836402633,2.27013071976028,21.666376892001352,2.27013071976028,KEEN ONE,Byrnes,16,O,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61851, 42.99039)",86.79129134561053,9.08052287904112,86.66550756800541,9.08052287904112
NW Appledore,8 Ball,2018,SL,21.697822836402633,2.27013071976028,21.666376892001352,2.27013071976028,KEEN ONE,Byrnes,24,I,8,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61851, 42.99039)",173.58258269122106,18.16104575808224,173.33101513601082,18.16104575808224
NW Appledore,8 Ball,2018,SL,21.697822836402633,2.27013071976028,21.666376892001352,2.27013071976028,KEEN ONE,Byrnes,32,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61851, 42.99039)",65.0934685092079,6.810392159280839,64.99913067600406,6.810392159280839
NW Appledore,8 Ball,2018,SL,21.697822836402633,2.27013071976028,21.666376892001352,2.27013071976028,KEEN ONE,Byrnes,40,I,13,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61851, 42.99039)",282.0716968732342,29.51169935688364,281.6628995960176,29.51169935688364
NW Appledore,8 Ball,2018,SL,21.697822836402633,2.27013071976028,21.666376892001352,2.27013071976028,KEEN ONE,Byrnes,8,I,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61851, 42.99039)",65.0934685092079,6.810392159280839,64.99913067600406,6.810392159280839
NW Appledore,Larus Ledge,2014,SL,10.868444499917773,1.3317295525569999,11.351834018583645,1.3317295525569999,KEEN ONE,Byrnes,0,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618240982, 42.991161989)",32.60533349975332,3.9951886576709996,34.055502055750935,3.9951886576709996
NW Appledore,Larus Ledge,2014,SL,10.868444499917773,1.3317295525569999,11.351834018583645,1.3317295525569999,KEEN ONE,Byrnes,16,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618240982, 42.991161989)",32.60533349975332,3.9951886576709996,34.055502055750935,3.9951886576709996
NW Appledore,Larus Ledge,2014,SL,10.868444499917773,1.3317295525569999,11.351834018583645,1.3317295525569999,KEEN ONE,Byrnes,24,I,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618240982, 42.991161989)",43.47377799967109,5.3269182102279995,45.40733607433458,5.3269182102279995
NW Appledore,Larus Ledge,2014,SL,10.868444499917773,1.3317295525569999,11.351834018583645,1.3317295525569999,KEEN ONE,Byrnes,32,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618240982, 42.991161989)",10.868444499917773,1.3317295525569999,11.351834018583645,1.3317295525569999
NW Appledore,Larus Ledge,2014,SL,10.868444499917773,1.3317295525569999,11.351834018583645,1.3317295525569999,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618240982, 42.991161989)",0,0,0,0
NW Appledore,Larus Ledge,2014,SL,10.868444499917773,1.3317295525569999,11.351834018583645,1.3317295525569999,KEEN ONE,Byrnes,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.618240982, 42.991161989)",0,0,0,0
NW Appledore,Larus Ledge,2015,AGCL,26.323002695391402,NA,27.38765624130395,NA,KEEN ONE,Byrnes,0,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.6183599215, 42.9908399563282)",78.9690080861742,NA,82.16296872391186,NA
NW Appledore,Larus Ledge,2015,AGCL,26.323002695391402,NA,27.38765624130395,NA,KEEN ONE,Byrnes,16,O,4,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.6183599215, 42.9908399563282)",105.29201078156561,NA,109.5506249652158,NA
NW Appledore,Larus Ledge,2015,AGCL,26.323002695391402,NA,27.38765624130395,NA,KEEN ONE,Byrnes,24,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.6183599215, 42.9908399563282)",52.646005390782804,NA,54.7753124826079,NA
NW Appledore,Larus Ledge,2015,AGCL,26.323002695391402,NA,27.38765624130395,NA,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.6183599215, 42.9908399563282)",0,NA,0,NA
NW Appledore,Larus Ledge,2015,AGCL,26.323002695391402,NA,27.38765624130395,NA,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.6183599215, 42.9908399563282)",0,NA,0,NA
NW Appledore,Larus Ledge,2015,AGCL,26.323002695391402,NA,27.38765624130395,NA,KEEN ONE,Byrnes,8,I,3,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.6183599215, 42.9908399563282)",78.9690080861742,NA,82.16296872391186,NA
NW Appledore,Larus Ledge,2015,SL,31.06347119612399,1.0785567545202175,8.81902389108299,1.0785567545202175,KEEN ONE,Byrnes,0,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.6183599215, 42.9908399563282)",62.12694239224798,2.157113509040435,17.63804778216598,2.157113509040435
NW Appledore,Larus Ledge,2015,SL,31.06347119612399,1.0785567545202175,8.81902389108299,1.0785567545202175,KEEN ONE,Byrnes,16,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.6183599215, 42.9908399563282)",62.12694239224798,2.157113509040435,17.63804778216598,2.157113509040435
NW Appledore,Larus Ledge,2015,SL,31.06347119612399,1.0785567545202175,8.81902389108299,1.0785567545202175,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.6183599215, 42.9908399563282)",0,0,0,0
