NETWORK,PI,YEAR,MONTH,DAY,SITE,TRANSECT,SP_CODE,QUAD,SIDE,COUNT,AREA,GROUP,DIVISION.FAMILY,COMMON.DIVISION.NAME,SIZE,COMMON.NAME,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SPECIES,NOTES
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,DEVI,16,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,DEVI,24,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,DEVI,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,DEVI,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,DEVI,8,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,ECPA,0,O,0,1,Invertebrate,Echinoderms,Sea Cucumbers,NA,common sand dollar,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Echinarachnius,Echinarachnius parma,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,ECPA,16,O,0,1,Invertebrate,Echinoderms,Sea Cucumbers,NA,common sand dollar,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Echinarachnius,Echinarachnius parma,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,ECPA,24,I,0,1,Invertebrate,Echinoderms,Sea Cucumbers,NA,common sand dollar,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Echinarachnius,Echinarachnius parma,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,ECPA,32,O,0,1,Invertebrate,Echinoderms,Sea Cucumbers,NA,common sand dollar,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Echinarachnius,Echinarachnius parma,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,ECPA,40,I,5,1,Invertebrate,Echinoderms,Sea Cucumbers,NA,common sand dollar,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Echinarachnius,Echinarachnius parma,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,ECPA,8,I,0,1,Invertebrate,Echinoderms,Sea Cucumbers,NA,common sand dollar,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Echinarachnius,Echinarachnius parma,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,HESA,0,O,0,1,Invertebrate,Echinoderms,Sea Stars,NA,Blood Star,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,Henricia sanguinolenta,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,HESA,16,O,0,1,Invertebrate,Echinoderms,Sea Stars,NA,Blood Star,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,Henricia sanguinolenta,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,HESA,24,I,1,1,Invertebrate,Echinoderms,Sea Stars,NA,Blood Star,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,Henricia sanguinolenta,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,HESA,32,O,0,1,Invertebrate,Echinoderms,Sea Stars,NA,Blood Star,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,Henricia sanguinolenta,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,HESA,40,I,0,1,Invertebrate,Echinoderms,Sea Stars,NA,Blood Star,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,Henricia sanguinolenta,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,HESA,8,I,0,1,Invertebrate,Echinoderms,Sea Stars,NA,Blood Star,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,Henricia sanguinolenta,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,HOAM,0,O,0,1,Invertebrate,Arthropods,Crustaceans,NA,American lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,HOAM,16,O,0,1,Invertebrate,Arthropods,Crustaceans,NA,American lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,HOAM,24,I,0,1,Invertebrate,Arthropods,Crustaceans,NA,American lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,HOAM,32,O,1,1,Invertebrate,Arthropods,Crustaceans,NA,American lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,HOAM,40,I,0,1,Invertebrate,Arthropods,Crustaceans,NA,American lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,HOAM,8,I,0,1,Invertebrate,Arthropods,Crustaceans,NA,American lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,HOAS,0,O,0,1,Invertebrate,Arthropods,Crustaceans,juvenile,American lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,HOAS,16,O,0,1,Invertebrate,Arthropods,Crustaceans,juvenile,American lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,HOAS,24,I,0,1,Invertebrate,Arthropods,Crustaceans,juvenile,American lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,HOAS,32,O,1,1,Invertebrate,Arthropods,Crustaceans,juvenile,American lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,HOAS,40,I,0,1,Invertebrate,Arthropods,Crustaceans,juvenile,American lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,HOAS,8,I,0,1,Invertebrate,Arthropods,Crustaceans,juvenile,American lobster,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,PHGU,0,O,0,1,Fish,Chordates,Fish,NA,Rock gunnel,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,Pholis gunnellus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,PHGU,16,O,0,1,Fish,Chordates,Fish,NA,Rock gunnel,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,Pholis gunnellus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,PHGU,24,I,1,1,Fish,Chordates,Fish,NA,Rock gunnel,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,Pholis gunnellus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,PHGU,32,O,0,1,Fish,Chordates,Fish,NA,Rock gunnel,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,Pholis gunnellus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,PHGU,40,I,0,1,Fish,Chordates,Fish,NA,Rock gunnel,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,Pholis gunnellus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,PHGU,8,I,6,1,Fish,Chordates,Fish,NA,Rock gunnel,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,Pholis gunnellus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,SDS,0,O,0,1,Invertebrate,Echinoderms,Urchins,juvenile <20mm,Green Sea Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus droebachiensis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,SDS,16,O,3,1,Invertebrate,Echinoderms,Urchins,juvenile <20mm,Green Sea Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus droebachiensis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,SDS,24,I,0,1,Invertebrate,Echinoderms,Urchins,juvenile <20mm,Green Sea Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus droebachiensis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,SDS,32,O,0,1,Invertebrate,Echinoderms,Urchins,juvenile <20mm,Green Sea Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus droebachiensis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,SDS,40,I,0,1,Invertebrate,Echinoderms,Urchins,juvenile <20mm,Green Sea Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus droebachiensis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,SDS,8,I,6,1,Invertebrate,Echinoderms,Urchins,juvenile <20mm,Green Sea Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus droebachiensis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,SL,0,O,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,SL,16,O,33,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,SL,24,I,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,SL,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,SL,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,SL,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,SLJ,0,O,0,1,Algae,Phaeophyta,Brown Algae,juvenile <10cm,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,SLJ,16,O,0,1,Algae,Phaeophyta,Brown Algae,juvenile <10cm,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,SLJ,24,I,5,1,Algae,Phaeophyta,Brown Algae,juvenile <10cm,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,SLJ,32,O,3,1,Algae,Phaeophyta,Brown Algae,juvenile <10cm,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,SLJ,40,I,1,1,Algae,Phaeophyta,Brown Algae,juvenile <10cm,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,North Smith's Cove,SLJ,8,I,5,1,Algae,Phaeophyta,Brown Algae,juvenile <10cm,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,AGCL,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,AGCL,16,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,AGCL,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,AGCL,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,AGCL,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,AGCL,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,BLD,0,O,0,1,Algae,Phaeophyta,Brown Algae,juvenile <3cm kelps,NA,NA,NA,NA,NA,NA,NA,UNID Juv Laminariales,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,BLD,16,O,1,1,Algae,Phaeophyta,Brown Algae,juvenile <3cm kelps,NA,NA,NA,NA,NA,NA,NA,UNID Juv Laminariales,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,BLD,24,I,0,1,Algae,Phaeophyta,Brown Algae,juvenile <3cm kelps,NA,NA,NA,NA,NA,NA,NA,UNID Juv Laminariales,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,BLD,32,O,0,1,Algae,Phaeophyta,Brown Algae,juvenile <3cm kelps,NA,NA,NA,NA,NA,NA,NA,UNID Juv Laminariales,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,BLD,40,I,0,1,Algae,Phaeophyta,Brown Algae,juvenile <3cm kelps,NA,NA,NA,NA,NA,NA,NA,UNID Juv Laminariales,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,BLD,8,I,1,1,Algae,Phaeophyta,Brown Algae,juvenile <3cm kelps,NA,NA,NA,NA,NA,NA,NA,UNID Juv Laminariales,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,DEAC,0,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,DEAC,16,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,DEAC,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,DEAC,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,DEAC,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,DEAC,8,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,DEVI,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,DEVI,16,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,DEVI,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,DEVI,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,DEVI,40,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,DEVI,8,I,3,1,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,ECPA,0,O,0,1,Invertebrate,Echinoderms,Sea Cucumbers,NA,common sand dollar,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Echinarachnius,Echinarachnius parma,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,ECPA,16,O,0,1,Invertebrate,Echinoderms,Sea Cucumbers,NA,common sand dollar,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Echinarachnius,Echinarachnius parma,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,ECPA,24,I,0,1,Invertebrate,Echinoderms,Sea Cucumbers,NA,common sand dollar,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Echinarachnius,Echinarachnius parma,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,ECPA,32,O,0,1,Invertebrate,Echinoderms,Sea Cucumbers,NA,common sand dollar,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Echinarachnius,Echinarachnius parma,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,ECPA,40,I,0,1,Invertebrate,Echinoderms,Sea Cucumbers,NA,common sand dollar,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Echinarachnius,Echinarachnius parma,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,ECPA,8,I,1,1,Invertebrate,Echinoderms,Sea Cucumbers,NA,common sand dollar,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Echinarachnius,Echinarachnius parma,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,PHGU,0,O,1,1,Fish,Chordates,Fish,NA,Rock gunnel,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,Pholis gunnellus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,PHGU,16,O,0,1,Fish,Chordates,Fish,NA,Rock gunnel,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,Pholis gunnellus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,PHGU,24,I,1,1,Fish,Chordates,Fish,NA,Rock gunnel,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,Pholis gunnellus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,PHGU,32,O,0,1,Fish,Chordates,Fish,NA,Rock gunnel,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,Pholis gunnellus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,PHGU,40,I,0,1,Fish,Chordates,Fish,NA,Rock gunnel,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,Pholis gunnellus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,PHGU,8,I,0,1,Fish,Chordates,Fish,NA,Rock gunnel,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,Pholis gunnellus,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,SDS,0,O,1,1,Invertebrate,Echinoderms,Urchins,juvenile <20mm,Green Sea Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus droebachiensis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,SDS,16,O,2,1,Invertebrate,Echinoderms,Urchins,juvenile <20mm,Green Sea Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus droebachiensis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,SDS,24,I,0,1,Invertebrate,Echinoderms,Urchins,juvenile <20mm,Green Sea Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus droebachiensis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,SDS,32,O,0,1,Invertebrate,Echinoderms,Urchins,juvenile <20mm,Green Sea Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus droebachiensis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,SDS,40,I,0,1,Invertebrate,Echinoderms,Urchins,juvenile <20mm,Green Sea Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus droebachiensis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,SDS,8,I,1,1,Invertebrate,Echinoderms,Urchins,juvenile <20mm,Green Sea Urchin,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus droebachiensis,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,SL,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,SL,16,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,SL,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,SL,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,SL,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA
KEEN ONE,Byrnes,2014,7,17,SW Appledore,South Smith's Cove,SL,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA
KEEN ONE,Byrnes,2014,7,19,SW Appledore,North Pepperrell,BLD,0,O,0,1,Algae,Phaeophyta,Brown Algae,juvenile <3cm kelps,NA,NA,NA,NA,NA,NA,NA,UNID Juv Laminariales,NA
