NETWORK,PI,YEAR,MONTH,DAY,SITE,TRANSECT,SP_CODE,PERCENT_COVER,GROUP,DIVISION.FAMILY,COMMON.DIVISION.NAME,SIZE,COMMON.NAME,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SPECIES
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,BOVI,2.5,Invertebrate,Chordates,Tunicates,NA,orange sheath tunicate,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,Botrylloides violaceus
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,BS,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,CF,6.25,Invertebrate,Molluscs,Gastropods,NA,Slipper Snail,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Crepidula fornicata
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,CHCR,20,Algae,Rhodophyta,Erect Red Algae,NA,Irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,CO,30,Algae,Rhodophyta,Erect Red Algae,NA,coral weed,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Corallina,Corallina officinalis
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,CYPU,5,Algae,Rhodophyta,Erect Red Algae,NA,Purple claw weed,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Cystoclonium,Cystoclonium purpureum
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,DEAC,2.5,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,DEVI,2.5,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,DIVE,7.5,Invertebrate,Chordates,Tunicates,NA,tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum vexillum
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,EC,7.5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,NA,NA,NA,NA,NA,NA,Encrusting coralline
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,HJ,57.5,Algae,Rhodophyta,Erect Red Algae,NA,japan red algae,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Dasysiphonia,Dasysiphonia japonica
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,LESP,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Leptophytum,Leptophytum acervatum
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,LIGL,15,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Lithothamnion,Lithothamnion
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,LISP,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Lithophyllum,Lithophyllum
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,MEMA,2.5,Invertebrate,Bryozoans,Bryozoans,NA,sea lace,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,Membranipora membranacea
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,PHSP,7.5,Algae,Rhodophyta,Red Algal Crusts,NA,rock branch algae,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Phymatolithon,Phymatolithon
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,POLS,7.5,Algae,Rhodophyta,Erect Red Algae,NA,lobster horns,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,Polysiphonia
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,PORS,1.25,Algae,Rhodophyta,Erect Red Algae,NA,NA,Plantae,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Porphyra,Porphyra
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,SADE,1.25,Algae,Phaeophyta,Brown Algae,NA,NA,Chromista,Ochrophyta,Phaeophyceae,Tilopteridales,Phyllariaceae,Saccorhiza,Saccorhiza dermatodea
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,SH,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,SL,26.25,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,SLJ,1.25,Algae,Phaeophyta,Brown Algae,juvenile <10cm,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,SPRE,1.25,Algae,Rhodophyta,Erect Red Algae,NA,NA,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Spermothamnion,Spermothamnion repens
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broad Cove,TETE,1.25,Invertebrate,Molluscs,Gastropods,NA,Plate Limpet,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Testudinalia,Testudinalia testudinalis
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,AGCL,13.75,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,ALES,1.25,Algae,Phaeophyta,Brown Algae,NA,Winged Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,Alaria esculenta
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,B,91.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,BL,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,BOHA,5,Algae,Rhodophyta,Erect Red Algae,NA,hooked weed,Plantae,Rhodophyta,Florideophyceae,Bonnemaisoniales,Bonnemaisoniaceae,Bonnemaisonia,Bonnemaisonia hamifera
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,BOVI,2.5,Invertebrate,Chordates,Tunicates,NA,orange sheath tunicate,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,Botrylloides violaceus
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,BS,3.75,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,BUTU,2.5,Invertebrate,Bryozoans,Bryozoans,NA,spiral tufted bryozoan,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Crisularia,Crisularia turrita
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,CF,1.25,Invertebrate,Molluscs,Gastropods,NA,Slipper Snail,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Crepidula fornicata
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,CHCR,13.75,Algae,Rhodophyta,Erect Red Algae,NA,Irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,CLCI,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Clathromorphum,Clathromorphum circumscriptum
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,CO,16.25,Algae,Rhodophyta,Erect Red Algae,NA,coral weed,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Corallina,Corallina officinalis
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,CREB,1.25,Invertebrate,Bryozoans,Bryozoans,NA,tufted ivory corraline,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,Crisia,Crisia eburnea
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,CYPU,7.5,Algae,Rhodophyta,Erect Red Algae,NA,Purple claw weed,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Cystoclonium,Cystoclonium purpureum
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,DEAC,12.5,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,DEVI,5,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,DIVE,8.75,Invertebrate,Chordates,Tunicates,NA,tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum vexillum
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,EC,5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,NA,NA,NA,NA,NA,NA,Encrusting coralline
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,EUCR,1.25,Algae,Rhodophyta,Erect Red Algae,NA,delicate northern sea fan,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Euthora,Euthora cristata
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,HAPA,1.25,Invertebrate,Proifera,Sponges,NA,Breadcrumb Sponge,Animalia,Porifera,Demospongiae,Suberitida,Halichondriidae,Halichondria,Halichondria (Halichondria) panicea
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,HJ,53.75,Algae,Rhodophyta,Erect Red Algae,NA,japan red algae,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Dasysiphonia,Dasysiphonia japonica
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,LIGL,5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Lithothamnion,Lithothamnion
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,MAST,13.75,Algae,Rhodophyta,Erect Red Algae,NA,false irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,Mastocarpus stellatus
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,MEMA,12.5,Invertebrate,Bryozoans,Bryozoans,NA,sea lace,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,Membranipora membranacea
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,PHRU,3.75,Algae,Rhodophyta,Erect Red Algae,NA,sea oak,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Phycodrys,Phycodrys rubens
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,PHSP,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,rock branch algae,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Phymatolithon,Phymatolithon
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,POLS,7.5,Algae,Rhodophyta,Erect Red Algae,NA,lobster horns,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,Polysiphonia
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,PORS,27.5,Algae,Rhodophyta,Erect Red Algae,NA,NA,Plantae,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Porphyra,Porphyra
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,PTSE,1.25,Algae,Rhodophyta,Erect Red Algae,NA,northern sea fern,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Ptilota,Ptilota serrata
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,SE,1.25,Invertebrate,Molluscs,Gastropods,NA,NA,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Thylacodes,Thylacodes
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,SH,3.75,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,SL,27.5,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Broadway and 42nd,SLJ,1.25,Algae,Phaeophyta,Brown Algae,juvenile <10cm,NA,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,AGCL,2.5,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,ASDI,1.25,Algae,Phaeophyta,Brown Algae,NA,knotted wrack,Chromista,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,Ascophyllum,Ascophyllum nodosum
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,B,51.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,BL,11.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,BM,6.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,BOVI,3.75,Invertebrate,Chordates,Tunicates,NA,orange sheath tunicate,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,Botrylloides violaceus
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,BS,16.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,BUTU,1.25,Invertebrate,Bryozoans,Bryozoans,NA,spiral tufted bryozoan,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Crisularia,Crisularia turrita
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,C,8.75,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,CHCR,12.5,Algae,Rhodophyta,Erect Red Algae,NA,Irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,CO,18.75,Algae,Rhodophyta,Erect Red Algae,NA,coral weed,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Corallina,Corallina officinalis
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,CYPU,17.5,Algae,Rhodophyta,Erect Red Algae,NA,Purple claw weed,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Cystoclonium,Cystoclonium purpureum
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,DEAC,16.25,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,DEVI,2.5,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,DIVE,10,Invertebrate,Chordates,Tunicates,NA,tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum vexillum
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,EC,5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,NA,NA,NA,NA,NA,NA,Encrusting coralline
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,FG,7.5,Algae,Chlorophyta,Green Algae,NA,Filamentous Green,NA,NA,NA,NA,NA,NA,Filamentous Green
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,HIRU,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,Hildenbrandia,Hildenbrandia rubra
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,HJ,12.5,Algae,Rhodophyta,Erect Red Algae,NA,japan red algae,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Dasysiphonia,Dasysiphonia japonica
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,LIGL,6.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Lithothamnion,Lithothamnion
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,LISP,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Lithophyllum,Lithophyllum
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,MAST,2.5,Algae,Rhodophyta,Erect Red Algae,NA,false irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,Mastocarpus stellatus
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,MEMA,11.25,Invertebrate,Bryozoans,Bryozoans,NA,sea lace,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,Membranipora membranacea
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,P,1.25,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,PHSP,3.75,Algae,Rhodophyta,Red Algal Crusts,NA,rock branch algae,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Phymatolithon,Phymatolithon
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,POLS,11.25,Algae,Rhodophyta,Erect Red Algae,NA,lobster horns,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,Polysiphonia
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,PORS,3.75,Algae,Rhodophyta,Erect Red Algae,NA,NA,Plantae,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Porphyra,Porphyra
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,PTSE,1.25,Algae,Rhodophyta,Erect Red Algae,NA,northern sea fern,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Ptilota,Ptilota serrata
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,SADE,8.75,Algae,Phaeophyta,Brown Algae,NA,NA,Chromista,Ochrophyta,Phaeophyceae,Tilopteridales,Phyllariaceae,Saccorhiza,Saccorhiza dermatodea
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,SE,1.25,Invertebrate,Molluscs,Gastropods,NA,NA,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Thylacodes,Thylacodes
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,SH,2.5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,SL,55,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,SPRE,1.25,Algae,Rhodophyta,Erect Red Algae,NA,NA,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Spermothamnion,Spermothamnion repens
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,SS,2.5,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,TETE,1.25,Invertebrate,Molluscs,Gastropods,NA,Plate Limpet,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Testudinalia,Testudinalia testudinalis
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,TUV,1.25,Algae,Chlorophyta,Green Algae,NA,Sea lettuce,NA,NA,NA,NA,NA,NA,Tubular Ulvoid
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Devil's Dance Floor,UV,2.5,Algae,Chlorophyta,Green Algae,NA,Sea lettuce,NA,NA,NA,NA,NA,NA,Blady Ulvoid
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,AGCL,5,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,ANSP,1.25,Invertebrate,Molluscs,Bivalves,NA,jingle shell,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,Anomia
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,B,88.75,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,BOHA,3.75,Algae,Rhodophyta,Erect Red Algae,NA,hooked weed,Plantae,Rhodophyta,Florideophyceae,Bonnemaisoniales,Bonnemaisoniaceae,Bonnemaisonia,Bonnemaisonia hamifera
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,BOVI,1.25,Invertebrate,Chordates,Tunicates,NA,orange sheath tunicate,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Botrylloides,Botrylloides violaceus
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,BS,3.75,Substrate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,BUTU,1.25,Invertebrate,Bryozoans,Bryozoans,NA,spiral tufted bryozoan,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Crisularia,Crisularia turrita
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,CF,2.5,Invertebrate,Molluscs,Gastropods,NA,Slipper Snail,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Crepidula fornicata
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,CHCR,10,Algae,Rhodophyta,Erect Red Algae,NA,Irish moss,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,CLCI,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Clathromorphum,Clathromorphum circumscriptum
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,CO,21.25,Algae,Rhodophyta,Erect Red Algae,NA,coral weed,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Corallina,Corallina officinalis
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,CYPU,2.5,Algae,Rhodophyta,Erect Red Algae,NA,Purple claw weed,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Cystoclonium,Cystoclonium purpureum
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,DEAC,6.25,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia aculeata
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,DEVI,2.5,Algae,Phaeophyta,Brown Algae,NA,Sour or Stink Weed,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia viridis
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,DIVE,2.5,Invertebrate,Chordates,Tunicates,NA,tunicate,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,Didemnum vexillum
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,EC,8.75,Algae,Rhodophyta,Red Algal Crusts,NA,NA,NA,NA,NA,NA,NA,NA,Encrusting coralline
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,FG,1.25,Algae,Chlorophyta,Green Algae,NA,Filamentous Green,NA,NA,NA,NA,NA,NA,Filamentous Green
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,HIRU,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,Hildenbrandia,Hildenbrandia rubra
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,HJ,36.25,Algae,Rhodophyta,Erect Red Algae,NA,japan red algae,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Dasysiphonia,Dasysiphonia japonica
KEEN ONE,Byrnes,2015,8,13,NE Appledore,Norwegian Cove,LESP,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,NA,Plantae,Rhodophyta,Florideophyceae,Corallinales,Hapalidiaceae,Leptophytum,Leptophytum acervatum
